日期,收盘,开盘,高,低,交易量,涨跌幅
2007年2月28日,2096.23 ,1996.56 ,"2,104.58","1,996.56",3.11B,3.24%
2007年2月27日,2030.36 ,2251.20 ,"2,253.47","2,027.75",4.06B,-9.47%
2007年2月26日,2242.76 ,2225.87 ,"2,248.38","2,197.37",3.14B,0.44%
2007年2月16日,2232.98 ,2255.58 ,"2,266.43","2,217.79",2.90B,-0.11%
2007年2月15日,2235.45 ,2192.90 ,"2,236.82","2,192.90",2.71B,2.83%
2007年2月14日,2174.00 ,2112.68 ,"2,181.84","2,105.59",2.45B,3.10%
2007年2月13日,2108.63 ,2091.30 ,"2,114.51","2,081.33",1.97B,1.26%
2007年2月12日,2082.40 ,2004.22 ,"2,083.11","2,001.34",2.18B,3.95%
2007年2月9日,2003.32 ,2024.90 ,"2,027.85","1,987.01",2.14B,-0.98%
2007年2月8日,2023.18 ,2006.75 ,"2,031.54","1,980.32",2.25B,1.09%
2007年2月7日,2001.37 ,1964.26 ,"2,029.99","1,964.26",3.20B,2.42%
2007年2月6日,1954.15 ,1901.58 ,"1,955.71","1,824.60",3.31B,2.52%
2007年2月5日,1906.03 ,1943.06 ,"1,956.79","1,899.68",2.02B,-2.50%
2007年2月2日,1954.97 ,2052.95 ,"2,057.16","1,945.10",2.54B,-4.71%
2007年2月1日,2051.66 ,2021.44 ,"2,064.61","1,981.56",2.70B,-0.06%
2007年1月31日,2052.91 ,2186.42 ,"2,193.83","2,034.36",3.65B,-6.57%
2007年1月30日,2197.19 ,2232.20 ,"2,251.57","2,177.00",3.47B,-1.13%
2007年1月29日,2222.41 ,2181.87 ,"2,238.43","2,175.84",3.75B,2.67%
2007年1月26日,2164.51 ,2066.51 ,"2,176.35","2,026.11",3.25B,3.16%
2007年1月25日,2098.18 ,2124.17 ,"2,160.89","2,088.93",3.27B,-2.21%
2007年1月24日,2145.69 ,2111.71 ,"2,170.33","2,106.14",3.59B,1.89%
2007年1月23日,2105.99 ,2095.22 ,"2,113.40","2,025.83",4.27B,1.47%
2007年1月22日,2075.54 ,2020.00 ,"2,076.69","2,020.00",3.63B,4.01%
2007年1月19日,1995.53 ,1937.04 ,"1,997.15","1,937.04",2.91B,3.03%
2007年1月18日,1936.92 ,1942.99 ,"1,964.55","1,884.39",3.09B,-0.96%
2007年1月17日,1955.74 ,1997.81 ,"2,033.92","1,927.12",3.28B,-1.83%
2007年1月16日,1992.10 ,1989.22 ,"2,005.51","1,950.02",3.11B,1.47%
2007年1月15日,1963.16 ,1872.08 ,"1,963.85","1,872.08",2.65B,4.64%
2007年1月12日,1876.14 ,1911.51 ,"1,941.51","1,861.55",2.91B,-2.65%
2007年1月11日,1927.22 ,1964.65 ,"1,977.88","1,922.32",3.13B,-1.85%
2007年1月10日,1963.63 ,1945.30 ,"1,964.35","1,915.81",3.48B,1.62%
2007年1月9日,1932.28 ,1858.09 ,"1,933.32","1,852.47",3.56B,4.08%
2007年1月8日,1856.62 ,1813.62 ,"1,862.84","1,804.41",3.71B,2.29%
2007年1月5日,1815.12 ,1814.70 ,"1,844.23","1,791.64",4.58B,-1.14%
2007年1月4日,1836.14 ,1842.63 ,"1,924.92","1,821.48",5.48B,1.71%
2006年12月29日,1805.31 ,1751.40 ,"1,819.04","1,751.40",3.97B,3.92%
2006年12月28日,1737.16 ,1730.80 ,"1,773.32","1,723.54",3.38B,0.62%
2006年12月27日,1726.43 ,1678.02 ,"1,726.58","1,676.47",3.04B,3.14%
2006年12月26日,1673.88 ,1666.07 ,"1,692.83","1,650.80",2.97B,0.52%
2006年12月25日,1665.16 ,1619.57 ,"1,683.44","1,619.57",2.86B,3.15%
2006年12月22日,1614.24 ,1610.83 ,"1,634.95","1,602.40",1.92B,-0.37%
2006年12月21日,1620.24 ,1643.91 ,"1,654.12","1,618.61",2.42B,-1.44%
2006年12月20日,1643.97 ,1632.66 ,"1,649.35","1,611.20",2.21B,0.05%
2006年12月19日,1643.14 ,1645.41 ,"1,666.21","1,613.98",3.15B,0.37%
2006年12月18日,1637.14 ,1602.59 ,"1,638.24","1,602.59",2.69B,2.51%
2006年12月15日,1597.12 ,1578.80 ,"1,599.08","1,566.01",1.88B,1.50%
2006年12月14日,1573.48 ,1547.60 ,"1,574.15","1,544.91",1.98B,1.90%
2006年12月13日,1544.16 ,1548.22 ,"1,558.43","1,523.07",2.45B,-0.05%
2006年12月12日,1544.91 ,1533.97 ,"1,560.23","1,517.38",3.14B,1.31%
2006年12月11日,1524.96 ,1447.26 ,"1,525.87","1,447.26",2.61B,4.89%
2006年12月8日,1453.92 ,1486.71 ,"1,511.75","1,451.84",3.25B,-3.58%
2006年12月7日,1507.86 ,1496.74 ,"1,552.44","1,495.66",3.84B,0.64%
2006年12月6日,1498.31 ,1500.56 ,"1,521.44","1,445.75",3.59B,-0.14%
2006年12月5日,1500.47 ,1490.85 ,"1,517.26","1,488.73",2.78B,0.94%
2006年12月4日,1486.53 ,1431.04 ,"1,487.00","1,431.04",3.25B,3.93%
2006年12月1日,1430.36 ,1427.75 ,"1,440.30","1,420.60",2.14B,0.36%
2006年11月30日,1425.21 ,1386.69 ,"1,425.79","1,386.69",2.43B,3.07%
2006年11月29日,1382.72 ,1343.02 ,"1,389.05","1,333.14",1.89B,1.11%
2006年11月28日,1367.52 ,1378.65 ,"1,385.96","1,354.10",1.94B,-1.00%
2006年11月27日,1381.33 ,1378.48 ,"1,387.21","1,366.26",2.12B,-0.33%
2006年11月24日,1385.94 ,1387.99 ,"1,390.49","1,369.78",2.39B,-0.70%
2006年11月23日,1395.68 ,1382.91 ,"1,403.87","1,380.69",2.65B,0.97%
2006年11月22日,1382.23 ,1372.68 ,"1,400.77","1,362.24",2.87B,0.41%
2006年11月21日,1376.63 ,1359.36 ,"1,376.88","1,338.97",2.36B,1.04%
2006年11月20日,1362.45 ,1327.12 ,"1,362.84","1,327.12",2.85B,3.14%
2006年11月17日,1321.01 ,1292.51 ,"1,321.96","1,286.71",2.28B,1.68%
2006年11月16日,1299.12 ,1298.63 ,"1,322.10","1,296.41",3.49B,0.45%
2006年11月15日,1293.25 ,1263.35 ,"1,293.80","1,255.33",2.09B,2.46%
2006年11月14日,1262.16 ,1246.45 ,"1,263.73","1,227.62",1.89B,1.31%
2006年11月13日,1245.83 ,1259.10 ,"1,274.93","1,237.26",2.15B,-1.32%
2006年11月10日,1262.53 ,1267.14 ,"1,293.35","1,251.90",3.10B,-0.46%
2006年11月9日,1268.33 ,1234.56 ,"1,273.26","1,232.78",1.64B,2.17%
2006年11月8日,1241.44 ,1253.47 ,"1,255.40","1,240.31",1.25B,-1.37%
2006年11月7日,1258.65 ,1252.02 ,"1,259.29","1,235.45",1.81B,1.04%
2006年11月6日,1245.69 ,1210.06 ,"1,245.99","1,205.58",1.89B,2.19%
2006年11月3日,1219.00 ,1211.45 ,"1,227.78","1,209.26",1.87B,0.89%
2006年11月2日,1208.27 ,1213.18 ,"1,214.13","1,197.26",1.91B,-0.27%
2006年11月1日,1211.55 ,1194.64 ,"1,211.81","1,191.88",1.72B,1.48%
2006年10月31日,1193.84 ,1177.98 ,"1,194.17","1,177.98",1.65B,1.53%
2006年10月30日,1175.80 ,1163.18 ,"1,176.76","1,160.24",1.53B,0.96%
2006年10月27日,1164.57 ,1178.08 ,"1,181.06","1,160.34",1.92B,-1.15%
2006年10月26日,1178.08 ,1166.18 ,"1,178.63","1,157.30",2.15B,1.01%
2006年10月25日,1166.25 ,1161.28 ,"1,180.48","1,157.34",1.37B,0.61%
2006年10月24日,1159.13 ,1132.13 ,"1,159.42","1,132.13",1.04B,2.33%
2006年10月23日,1132.69 ,1151.39 ,"1,157.95","1,130.21",1.07B,-1.70%
2006年10月20日,1152.31 ,1149.93 ,"1,161.30","1,149.10",912.90M,0.34%
2006年10月19日,1148.40 ,1148.71 ,"1,154.80","1,144.35",827.90M,0.13%
2006年10月18日,1146.93 ,1124.72 ,"1,147.15","1,124.16",836.50M,1.91%
2006年10月17日,1125.44 ,1132.23 ,"1,138.48","1,122.22",817.20M,-0.88%
2006年10月16日,1135.48 ,1150.83 ,"1,152.54","1,133.11",1.01B,-1.23%
2006年10月13日,1149.58 ,1145.83 ,"1,155.68","1,142.37",1.14B,0.20%
2006年10月12日,1147.23 ,1153.03 ,"1,158.86","1,144.23",1.43B,-0.45%
2006年10月11日,1152.41 ,1151.95 ,"1,155.91","1,139.86",1.29B,0.01%
2006年10月10日,1152.24 ,1152.15 ,"1,160.62","1,144.99",1.59B,0.07%
2006年10月9日,1151.43 ,1134.40 ,"1,151.71","1,131.35",1.84B,3.20%
2006年9月29日,1115.72 ,1103.52 ,"1,117.57","1,103.42",991.60M,1.25%
2006年9月28日,1101.97 ,1089.62 ,"1,102.62","1,085.76",791.60M,1.21%
2006年9月27日,1088.75 ,1076.49 ,"1,089.48","1,076.19",583.10M,1.06%
2006年9月26日,1077.30 ,1090.85 ,"1,091.46","1,072.32",730.50M,-1.32%
2006年9月25日,1091.72 ,1092.41 ,"1,099.45","1,082.47",963.50M,-0.22%
2006年9月22日,1094.18 ,1110.33 ,"1,116.26","1,093.39",1.15B,-1.15%
2006年9月21日,1106.87 ,1098.77 ,"1,109.92","1,098.77",1.02B,0.72%
2006年9月20日,1098.93 ,1100.27 ,"1,101.83","1,090.45",872.60M,-0.27%
2006年9月19日,1101.96 ,1098.31 ,"1,108.72","1,095.48",959.80M,0.50%
2006年9月18日,1096.47 ,1098.61 ,"1,102.67","1,091.99",1.37B,0.21%
2006年9月15日,1094.15 ,1070.39 ,"1,094.82","1,070.39",2.01B,2.25%
2006年9月14日,1070.11 ,1071.13 ,"1,077.87","1,060.17",942.50M,0.10%
2006年9月13日,1069.01 ,1068.42 ,"1,084.21","1,067.79",1.66B,0.21%
2006年9月12日,1066.82 ,1058.31 ,"1,070.02","1,056.96",1.27B,0.85%
2006年9月11日,1057.85 ,1051.75 ,"1,058.00","1,045.18",762.50M,0.67%
2006年9月8日,1050.80 ,1045.15 ,"1,051.18","1,042.47",592.10M,0.54%
2006年9月7日,1045.15 ,1059.12 ,"1,059.15","1,041.68",815.20M,-1.05%
2006年9月6日,1056.26 ,1052.91 ,"1,057.14","1,047.32",687.70M,0.39%
2006年9月5日,1052.17 ,1048.06 ,"1,056.81","1,045.38",908.00M,0.58%
2006年9月4日,1046.14 ,1032.64 ,"1,046.32","1,032.53",612.50M,1.20%
2006年9月1日,1033.74 ,1047.81 ,"1,049.69","1,032.71",792.60M,-1.42%
2006年8月31日,1048.58 ,1049.12 ,"1,053.52","1,044.46",683.20M,-0.02%
2006年8月30日,1048.78 ,1047.56 ,"1,051.73","1,041.42",577.50M,-0.08%
2006年8月29日,1049.64 ,1050.31 ,"1,060.61","1,048.16",1.00B,0.08%
2006年8月28日,1048.85 ,1030.98 ,"1,049.35","1,030.82",855.30M,2.00%
2006年8月25日,1028.29 ,1029.72 ,"1,033.82","1,027.03",597.20M,0.00%
2006年8月24日,1028.24 ,1021.93 ,"1,028.55","1,014.17",526.70M,0.62%
2006年8月23日,1021.87 ,1017.46 ,"1,028.09","1,017.46",693.30M,0.33%
2006年8月22日,1018.51 ,1008.16 ,"1,023.69","1,008.01",595.70M,1.01%
2006年8月21日,1008.31 ,986.45 ,"1,008.56",982.9,486.20M,0.03%
2006年8月18日,1008.05 ,1010.72 ,"1,018.29","1,006.04",532.60M,-0.12%
2006年8月17日,1009.31 ,1016.18 ,"1,016.18","1,004.41",514.40M,-0.94%
2006年8月16日,1018.89 ,1008.47 ,"1,018.91","1,004.28",768.50M,1.10%
2006年8月15日,1007.80 ,990.54 ,"1,008.18",989.58,509.50M,1.55%
2006年8月14日,992.45 ,1011.97 ,"1,016.71",988.99,583.60M,-1.90%
2006年8月11日,1011.64 ,1011.26 ,"1,015.40","1,005.72",524.20M,0.00%
2006年8月10日,1011.64 ,993.46 ,"1,011.92",993.34,743.90M,1.81%
2006年8月9日,993.66 ,996.45 ,999.92,990.21,444.50M,-0.09%
2006年8月8日,994.54 ,977.84 ,995,977.84,532.70M,1.68%
2006年8月7日,978.09 ,984.26 ,992.22,974.84,557.10M,-1.29%
2006年8月4日,990.83 ,1009.36 ,"1,015.14",988.86,574.70M,-1.72%
2006年8月3日,1008.18 ,1009.50 ,"1,013.13",999.36,482.10M,0.06%
2006年8月2日,1007.60 ,1011.16 ,"1,016.69",997.01,647.40M,-0.35%
2006年8月1日,1011.15 ,1018.68 ,"1,025.66","1,009.37",574.70M,-0.92%
2006年7月31日,1020.54 ,1049.69 ,"1,049.69","1,019.46",740.60M,-2.86%
2006年7月28日,1050.64 ,1060.11 ,"1,062.48","1,041.84",645.10M,-0.94%
2006年7月27日,1060.59 ,1068.42 ,"1,077.09","1,055.07",810.90M,-0.83%
2006年7月26日,1069.44 ,1070.26 ,"1,073.63","1,063.97",601.00M,0.12%
2006年7月25日,1068.11 ,1059.67 ,"1,071.94","1,059.67",684.60M,0.95%
2006年7月24日,1058.07 ,1044.87 ,"1,059.72","1,037.34",621.00M,0.14%
2006年7月21日,1056.63 ,1047.45 ,"1,057.31","1,047.24",620.40M,0.92%
2006年7月20日,1046.99 ,1039.23 ,"1,048.17","1,034.74",547.90M,0.62%
2006年7月19日,1040.59 ,1063.16 ,"1,063.53","1,036.42",760.10M,-2.27%
2006年7月18日,1064.75 ,1067.42 ,"1,067.42","1,056.85",627.70M,-0.26%
2006年7月17日,1067.53 ,1057.24 ,"1,068.57","1,051.03",696.70M,0.78%
2006年7月14日,1059.26 ,1043.76 ,"1,067.33","1,038.47",926.00M,0.69%
2006年7月13日,1051.98 ,1098.45 ,"1,099.21","1,049.59",1.44B,-4.42%
2006年7月12日,1100.59 ,1102.80 ,"1,106.65","1,096.62",916.50M,-0.11%
2006年7月11日,1101.82 ,1100.48 ,"1,102.78","1,092.61",750.70M,0.27%
2006年7月10日,1098.81 ,1098.77 ,"1,101.38","1,089.36",769.20M,-0.02%
2006年7月7日,1099.06 ,1112.13 ,"1,114.64","1,094.97",962.30M,-0.97%
2006年7月6日,1109.83 ,1091.44 ,"1,110.17","1,090.23",920.80M,1.56%
2006年7月5日,1092.82 ,1114.56 ,"1,114.56","1,082.71",1.10B,-2.00%
2006年7月4日,1115.17 ,1128.08 ,"1,129.54","1,106.74",1.37B,-0.91%
2006年7月3日,1125.36 ,1108.03 ,"1,125.70","1,104.73",1.42B,2.05%
2006年6月30日,1102.70 ,1110.57 ,"1,117.05","1,096.35",1.19B,-0.21%
2006年6月29日,1105.05 ,1082.51 ,"1,105.34","1,082.51",1.32B,2.26%
2006年6月28日,1080.61 ,1080.01 ,"1,083.77","1,073.18",683.50M,-0.05%
2006年6月27日,1081.13 ,1084.83 ,"1,088.84","1,075.17",721.50M,-0.18%
2006年6月26日,1083.05 ,1063.09 ,"1,084.35","1,063.09",968.10M,2.04%
2006年6月23日,1061.41 ,1056.23 ,"1,064.12","1,048.30",721.30M,0.40%
2006年6月22日,1057.23 ,1054.24 ,"1,066.23","1,051.99",797.40M,0.07%
2006年6月21日,1056.50 ,1060.54 ,"1,067.87","1,043.74",1.02B,-0.38%
2006年6月20日,1060.54 ,1055.66 ,"1,062.23","1,049.01",861.60M,0.37%
2006年6月19日,1056.64 ,1036.97 ,"1,061.48","1,027.56",908.50M,0.89%
2006年6月16日,1047.33 ,1025.41 ,"1,047.46","1,025.41",834.40M,2.48%
2006年6月15日,1021.99 ,1022.55 ,"1,033.82","1,018.88",558.30M,-0.01%
2006年6月14日,1022.12 ,1027.19 ,"1,027.19","1,011.89",771.80M,-1.02%
2006年6月13日,1032.62 ,1035.23 ,"1,045.44","1,023.79",801.20M,-0.20%
2006年6月12日,1034.68 ,1024.27 ,"1,045.52","1,017.84",879.50M,0.31%
2006年6月9日,1031.46 ,1053.37 ,"1,058.55","1,030.57",1.18B,-2.42%
2006年6月8日,1057.08 ,1039.23 ,"1,059.99","1,026.32",1.58B,1.02%
2006年6月7日,1046.42 ,1102.15 ,"1,102.15","1,045.17",1.91B,-4.92%
2006年6月6日,1100.56 ,1101.54 ,"1,114.25","1,093.73",1.53B,-0.21%
2006年6月5日,1102.90 ,1097.53 ,"1,103.24","1,072.85",1.83B,0.49%
2006年6月2日,1097.51 ,1110.19 ,"1,113.95","1,090.79",1.89B,-0.79%
2006年6月1日,1106.23 ,1076.79 ,"1,107.17","1,073.49",1.66B,2.54%
2006年5月31日,1078.86 ,1091.39 ,"1,093.67","1,070.90",1.32B,-1.23%
2006年5月30日,1092.25 ,1098.46 ,"1,099.66","1,083.47",1.27B,0.15%
2006年5月29日,1090.57 ,1069.88 ,"1,090.59","1,063.23",1.42B,2.48%
2006年5月26日,1064.13 ,1053.58 ,"1,065.28","1,049.29",1.27B,1.28%
2006年5月25日,1050.70 ,1056.55 ,"1,060.84","1,034.22",1.14B,-0.48%
2006年5月24日,1055.81 ,1062.89 ,"1,081.43","1,035.45",1.68B,-0.30%
2006年5月23日,1058.99 ,1088.08 ,"1,088.08","1,055.16",2.12B,-3.34%
2006年5月22日,1095.57 ,1096.45 ,"1,107.66","1,089.42",2.37B,-0.06%
2006年5月19日,1096.21 ,1072.16 ,"1,101.62","1,068.37",2.78B,2.62%
2006年5月18日,1068.20 ,1069.44 ,"1,076.43","1,046.89",1.55B,-1.18%
2006年5月17日,1080.96 ,1079.36 ,"1,097.20","1,058.80",1.75B,0.12%
2006年5月16日,1079.70 ,1096.24 ,"1,117.43","1,068.72",2.56B,-0.58%
2006年5月15日,1086.00 ,1059.77 ,"1,086.35","1,049.94",2.38B,3.33%
2006年5月12日,1050.96 ,1015.39 ,"1,051.12","1,012.27",1.80B,3.76%
2006年5月11日,1012.90 ,1022.25 ,"1,042.78","1,012.56",1.76B,-0.99%
2006年5月10日,1023.00 ,1021.32 ,"1,029.41","1,008.49",1.57B,0.53%
2006年5月9日,1017.62 ,999.11 ,"1,019.64",995.26,1.84B,2.15%
2006年5月8日,996.24 ,968.92 ,996.91,968.92,1.61B,3.30%
2006年4月28日,964.45 ,939.50 ,966.32,934.06,1.48B,2.24%
2006年4月27日,943.34 ,949.49 ,953.39,939.05,925.10M,-0.51%
2006年4月26日,948.21 ,930.68 ,950.29,928.91,1.31B,1.81%
2006年4月25日,931.32 ,938.24 ,938.36,924.45,1.10B,-1.02%
2006年4月24日,940.90 ,949.67 ,955.87,933.85,1.64B,0.11%
2006年4月21日,939.87 ,921.87 ,942.23,919.46,1.39B,1.93%
2006年4月20日,922.05 ,931.44 ,934.45,916.94,1.24B,-0.94%
2006年4月19日,930.83 ,932.47 ,937.04,922.81,1.25B,0.36%
2006年4月18日,927.48 ,924.93 ,931.96,916.76,1.10B,0.68%
2006年4月17日,921.21 ,915.53 ,924.96,908.71,1.40B,1.16%
2006年4月14日,910.63 ,889.76 ,910.82,889.76,1.05B,2.07%
2006年4月13日,892.13 ,908.25 ,911.47,891.54,896.70M,-1.85%
2006年4月12日,908.95 ,912.68 ,914.1,907.81,786.70M,-0.38%
2006年4月11日,912.39 ,909.91 ,916.27,906.15,1.01B,0.34%
2006年4月10日,909.28 ,898.00 ,909.53,896.14,868.10M,1.33%
2006年4月7日,897.31 ,901.49 ,903.17,891.39,900.50M,-0.48%
2006年4月6日,901.65 ,907.15 ,910.54,900.36,977.60M,-0.51%
2006年4月5日,906.30 ,901.67 ,908.07,900.67,956.10M,0.61%
2006年4月4日,900.84 ,892.40 ,901.04,890.9,960.80M,1.04%
2006年4月3日,891.56 ,879.54 ,891.6,879.54,780.70M,1.50%
2006年3月31日,878.37 ,876.27 ,879.55,873.59,669.70M,0.07%
2006年3月30日,877.78 ,885.15 ,889.37,877.41,728.20M,-0.85%
2006年3月29日,885.29 ,879.92 ,891.02,878.75,1.10B,1.20%
2006年3月28日,874.77 ,872.75 ,877.29,871.39,638.40M,0.25%
2006年3月27日,872.56 ,869.54 ,872.56,864.39,592.30M,0.36%
2006年3月24日,869.44 ,874.71 ,876.52,867.92,644.20M,-0.65%
2006年3月23日,875.11 ,875.34 ,875.92,869.08,652.80M,-0.08%
2006年3月22日,875.82 ,875.10 ,876.52,869.65,503.10M,0.07%
2006年3月21日,875.23 ,875.02 ,881.28,872.89,619.60M,0.01%
2006年3月20日,875.13 ,863.56 ,875.55,858.96,583.80M,1.37%
2006年3月17日,863.27 ,865.25 ,866.94,859.3,515.60M,-0.28%
2006年3月16日,865.72 ,868.07 ,869.1,864.5,521.20M,-0.30%
2006年3月15日,868.32 ,860.70 ,868.58,859.81,501.90M,0.87%
2006年3月14日,860.87 ,864.45 ,866.02,855.82,427.60M,-0.33%
2006年3月13日,863.68 ,857.21 ,864.95,856.74,404.20M,0.76%
2006年3月10日,857.14 ,853.94 ,860.49,853.48,420.10M,0.44%
2006年3月9日,853.38 ,856.31 ,859.94,852.09,451.30M,-0.69%
2006年3月8日,859.32 ,860.12 ,862.1,852.23,675.40M,-0.30%
2006年3月7日,861.87 ,879.29 ,879.33,860.45,737.80M,-1.99%
2006年3月6日,879.33 ,880.11 ,884.21,876.62,769.30M,-0.12%
2006年3月3日,880.37 ,876.43 ,880.83,869.84,841.70M,0.43%
2006年3月2日,876.62 ,890.67 ,891.76,873.27,909.90M,-2.12%
2006年3月1日,895.63 ,893.49 ,897.1,891.21,728.00M,0.31%
2006年2月28日,892.90 ,886.79 ,893.49,874.69,754.20M,0.59%
2006年2月27日,887.62 ,893.21 ,894.83,886.83,1.10B,0.55%
2006年2月24日,882.78 ,878.11 ,883.02,877.4,647.50M,0.58%
2006年2月23日,877.65 ,870.51 ,877.89,866.76,649.10M,0.87%
2006年2月22日,870.10 ,873.37 ,878.23,868.16,1.00B,-0.28%
2006年2月21日,872.57 ,857.65 ,872.74,854.36,933.50M,1.70%
2006年2月20日,857.97 ,858.65 ,865.69,856.76,570.60M,0.00%
2006年2月17日,857.99 ,855.70 ,864.62,853.15,688.30M,0.23%
2006年2月16日,856.05 ,869.13 ,869.13,854.08,914.60M,-1.38%
2006年2月15日,868.02 ,865.22 ,872.41,864.77,949.10M,0.62%
2006年2月14日,862.65 ,859.97 ,863.07,857.16,473.90M,0.35%
2006年2月13日,859.60 ,862.49 ,863.21,852.59,625.80M,-0.04%
2006年2月10日,859.97 ,850.93 ,860.3,848.43,680.60M,1.08%
2006年2月9日,850.80 ,862.05 ,862.05,848.78,861.70M,-1.37%
2006年2月8日,862.58 ,856.94 ,863.45,854.17,1.14B,0.69%
2006年2月7日,856.67 ,861.67 ,863.96,848.49,1.16B,-0.51%
2006年2月6日,861.07 ,849.51 ,861.43,849.37,921.00M,1.66%
2006年2月5日,846.99 ,838.20 ,847.16,837.47,684.30M,0.00%
2006年1月25日,846.99 ,838.20 ,847.16,837.47,684.30M,1.02%
2006年1月24日,838.46 ,841.73 ,843.78,834.75,749.00M,-0.20%
2006年1月23日,840.13 ,840.96 ,843.09,835.67,711.00M,-0.03%
2006年1月20日,840.38 ,840.09 ,844.43,836.68,871.20M,-0.02%
2006年1月19日,840.59 ,835.93 ,842.74,830.58,891.40M,0.65%
2006年1月18日,835.15 ,818.03 ,836.21,817.54,743.40M,2.05%
2006年1月17日,818.36 ,813.88 ,819.95,813.12,535.00M,0.43%
2006年1月16日,814.89 ,830.48 ,830.48,814.57,698.60M,-1.96%
2006年1月13日,831.14 ,838.38 ,840.68,828.34,674.50M,-0.65%
2006年1月12日,836.58 ,830.69 ,837.97,827.5,644.70M,0.52%
2006年1月11日,832.28 ,837.97 ,842.06,829.32,912.50M,-0.75%
2006年1月10日,838.56 ,837.94 ,838.85,826.97,875.40M,0.03%
2006年1月9日,838.29 ,837.76 ,841.13,832.33,903.80M,0.17%
