日期,收盘,开盘,高,低,交易量,涨跌幅
2013年2月22日,1883.48 ,1895.43 ,"1,902.66","1,878.34",2.56B,-0.76%
2013年2月21日,1897.90 ,1955.17 ,"1,955.17","1,876.32",4.49B,-4.06%
2013年2月20日,1978.30 ,1982.43 ,"1,984.32","1,948.70",2.94B,-0.14%
2013年2月19日,1981.07 ,2011.39 ,"2,018.91","1,971.43",3.13B,-1.66%
2013年2月18日,2014.58 ,2051.92 ,"2,055.41","2,013.22",3.30B,-1.36%
2013年2月17日,2042.42 ,2044.14 ,"2,061.01","2,022.89",3.44B,0.00%
2013年2月8日,2042.42 ,2044.14 ,"2,061.01","2,022.89",3.44B,-0.30%
2013年2月7日,2048.58 ,2074.48 ,"2,077.48","2,014.75",4.35B,-1.44%
2013年2月6日,2078.49 ,2069.34 ,"2,088.45","2,063.99",3.52B,0.46%
2013年2月5日,2068.95 ,2044.16 ,"2,076.93","2,035.37",5.05B,0.17%
2013年2月4日,2065.39 ,2068.02 ,"2,087.93","2,050.69",5.51B,0.47%
2013年2月1日,2055.72 ,1984.96 ,"2,058.05","1,979.10",4.39B,3.13%
2013年1月31日,1993.25 ,1992.48 ,"2,000.65","1,976.70",3.79B,0.20%
2013年1月30日,1989.32 ,1984.92 ,"1,991.66","1,969.77",4.03B,0.34%
2013年1月29日,1982.62 ,1959.80 ,"1,993.19","1,950.48",4.20B,1.29%
2013年1月28日,1957.39 ,1890.89 ,"1,958.20","1,890.89",4.00B,3.76%
2013年1月25日,1886.45 ,1898.28 ,"1,905.38","1,881.13",2.18B,-0.72%
2013年1月24日,1900.18 ,1909.92 ,"1,961.98","1,885.46",4.64B,-0.52%
2013年1月23日,1910.14 ,1890.69 ,"1,911.20","1,885.27",2.87B,0.61%
2013年1月22日,1898.50 ,1895.00 ,"1,917.46","1,878.45",4.13B,0.00%
2013年1月21日,1898.44 ,1890.85 ,"1,899.00","1,871.67",3.14B,0.62%
2013年1月18日,1886.79 ,1867.76 ,"1,897.61","1,854.66",2.56B,1.72%
2013年1月17日,1854.94 ,1871.64 ,"1,872.15","1,844.45",2.33B,-1.18%
2013年1月16日,1877.00 ,1895.23 ,"1,898.23","1,851.33",3.16B,-1.21%
2013年1月15日,1900.05 ,1892.51 ,"1,907.65","1,889.69",3.27B,0.37%
2013年1月14日,1893.10 ,1811.32 ,"1,900.41","1,811.07",3.59B,4.07%
2013年1月11日,1818.98 ,1857.77 ,"1,863.27","1,810.84",2.64B,-1.97%
2013年1月10日,1855.49 ,1854.99 ,"1,875.58","1,843.35",2.51B,0.01%
2013年1月9日,1855.34 ,1851.61 ,"1,861.37","1,839.01",2.51B,-0.13%
2013年1月8日,1857.69 ,1879.85 ,"1,883.14","1,846.29",2.53B,-1.20%
2013年1月7日,1880.26 ,1865.06 ,"1,892.13","1,857.28",2.85B,0.52%
2013年1月4日,1870.50 ,1885.96 ,"1,899.88","1,849.78",3.92B,0.69%
2012年12月31日,1857.68 ,1821.98 ,"1,858.32","1,821.98",3.29B,2.19%
2012年12月28日,1817.85 ,1789.69 ,"1,819.65","1,789.42",2.63B,1.74%
2012年12月27日,1786.78 ,1805.83 ,"1,816.90","1,785.86",2.50B,-0.77%
2012年12月26日,1800.56 ,1796.61 ,"1,806.08","1,792.86",2.55B,0.09%
2012年12月25日,1798.88 ,1739.74 ,"1,808.34","1,734.60",3.64B,3.00%
2012年12月24日,1746.44 ,1733.41 ,"1,759.67","1,731.84",1.91B,0.49%
2012年12月21日,1737.99 ,1753.25 ,"1,769.77","1,732.99",2.53B,-0.80%
2012年12月20日,1751.94 ,1735.80 ,"1,757.80","1,725.85",2.58B,0.45%
2012年12月19日,1744.02 ,1740.28 ,"1,759.72","1,736.47",2.50B,-0.05%
2012年12月18日,1744.85 ,1734.95 ,"1,768.37","1,725.56",3.47B,0.35%
2012年12月17日,1738.85 ,1732.90 ,"1,750.10","1,732.64",3.82B,0.62%
2012年12月14日,1728.06 ,1637.61 ,"1,728.82","1,637.61",4.77B,5.65%
2012年12月13日,1635.63 ,1651.67 ,"1,654.79","1,634.63",1.65B,-1.30%
2012年12月12日,1657.13 ,1645.63 ,"1,659.66","1,642.79",2.01B,0.74%
2012年12月11日,1645.01 ,1648.06 ,"1,657.65","1,642.94",2.00B,-0.50%
2012年12月10日,1653.28 ,1642.08 ,"1,659.27","1,640.56",3.04B,1.12%
2012年12月7日,1634.92 ,1602.30 ,"1,637.54","1,599.67",3.18B,2.16%
2012年12月6日,1600.42 ,1599.53 ,"1,608.44","1,590.04",1.94B,-0.08%
2012年12月5日,1601.74 ,1544.57 ,"1,608.11","1,543.26",3.51B,3.61%
2012年12月4日,1545.95 ,1529.33 ,"1,550.27","1,528.28",1.34B,0.90%
2012年12月3日,1532.18 ,1544.59 ,"1,557.65","1,531.58",1.59B,-1.01%
2012年11月30日,1547.76 ,1531.60 ,"1,550.11","1,529.03",1.28B,0.97%
2012年11月29日,1532.92 ,1541.84 ,"1,549.16","1,530.57",1.14B,-0.59%
2012年11月28日,1542.07 ,1547.25 ,"1,549.35","1,538.77",1.16B,-0.70%
2012年11月27日,1552.92 ,1559.46 ,"1,563.83","1,551.56",1.16B,-0.66%
2012年11月26日,1563.20 ,1565.64 ,"1,569.36","1,557.75",856.10M,-0.35%
2012年11月23日,1568.75 ,1559.71 ,"1,574.48","1,555.16",1.14B,0.90%
2012年11月22日,1554.75 ,1553.97 ,"1,557.22","1,547.64",722.00M,-0.53%
2012年11月21日,1562.97 ,1539.89 ,"1,563.80","1,534.32",1.01B,1.46%
2012年11月20日,1540.49 ,1554.81 ,"1,557.08","1,539.38",817.80M,-0.67%
2012年11月19日,1550.89 ,1550.25 ,"1,551.59","1,533.51",1.06B,-0.04%
2012年11月16日,1551.56 ,1560.82 ,"1,562.56","1,542.53",1.15B,-0.78%
2012年11月15日,1563.70 ,1573.59 ,"1,579.64","1,563.28",1.05B,-1.15%
2012年11月14日,1581.95 ,1575.83 ,"1,585.69","1,571.55",1.00B,0.42%
2012年11月13日,1575.26 ,1600.30 ,"1,600.30","1,571.63",1.24B,-1.60%
2012年11月12日,1600.88 ,1592.86 ,"1,601.29","1,587.17",1.39B,0.57%
2012年11月9日,1591.85 ,1589.52 ,"1,598.71","1,587.79",1.19B,0.02%
2012年11月8日,1591.61 ,1604.95 ,"1,609.69","1,590.91",1.28B,-1.62%
2012年11月7日,1617.83 ,1617.21 ,"1,626.21","1,608.79",1.32B,-0.12%
2012年11月6日,1619.74 ,1625.41 ,"1,627.15","1,597.75",1.31B,-0.31%
2012年11月5日,1624.71 ,1623.76 ,"1,634.79","1,615.38",1.61B,-0.12%
2012年11月2日,1626.61 ,1617.32 ,"1,628.83","1,609.38",1.53B,0.55%
2012年11月1日,1617.73 ,1589.30 ,"1,625.78","1,589.14",1.92B,1.93%
2012年10月31日,1587.05 ,1578.47 ,"1,588.72","1,573.19",1.39B,0.68%
2012年10月30日,1576.32 ,1572.55 ,"1,586.68","1,568.46",1.35B,0.31%
2012年10月29日,1571.52 ,1581.23 ,"1,583.68","1,566.95",1.02B,-0.83%
2012年10月26日,1584.70 ,1614.42 ,"1,616.35","1,577.72",1.40B,-1.75%
2012年10月25日,1612.95 ,1622.79 ,"1,632.42","1,611.11",1.37B,-0.66%
2012年10月24日,1623.64 ,1619.95 ,"1,631.77","1,618.75",1.15B,-0.13%
2012年10月23日,1625.81 ,1642.83 ,"1,646.37","1,624.22",1.25B,-1.07%
2012年10月22日,1643.34 ,1628.18 ,"1,648.08","1,625.24",1.15B,0.34%
2012年10月19日,1637.77 ,1637.91 ,"1,643.22","1,635.10",1.12B,-0.12%
2012年10月18日,1639.67 ,1621.05 ,"1,643.48","1,619.62",1.66B,1.36%
2012年10月17日,1617.66 ,1619.62 ,"1,624.30","1,603.35",1.14B,0.22%
2012年10月16日,1614.14 ,1611.26 ,"1,624.48","1,606.91",1.03B,0.07%
2012年10月15日,1612.95 ,1620.05 ,"1,622.43","1,603.28",933.90M,-0.35%
2012年10月12日,1618.66 ,1621.83 ,"1,636.41","1,608.23",1.31B,0.18%
2012年10月11日,1615.75 ,1619.83 ,"1,624.71","1,609.89",1.30B,-0.59%
2012年10月10日,1625.33 ,1623.28 ,"1,627.38","1,614.63",1.18B,-0.14%
2012年10月9日,1627.66 ,1605.17 ,"1,635.46","1,605.17",1.85B,1.97%
2012年10月8日,1596.14 ,1611.64 ,"1,623.09","1,588.00",1.20B,-1.05%
2012年9月28日,1613.09 ,1576.27 ,"1,616.38","1,575.18",2.22B,1.58%
2012年9月27日,1587.96 ,1541.55 ,"1,600.04","1,541.19",2.01B,3.04%
2012年9月26日,1541.14 ,1551.43 ,"1,557.15","1,536.96",914.60M,-0.81%
2012年9月25日,1553.70 ,1550.18 ,"1,560.98","1,547.58",1.03B,-0.02%
2012年9月24日,1553.97 ,1534.65 ,"1,560.24","1,528.58",1.39B,0.52%
2012年9月21日,1545.96 ,1537.12 ,"1,557.25","1,535.61",1.41B,0.32%
2012年9月20日,1540.96 ,1562.77 ,"1,562.77","1,539.22",1.54B,-1.79%
2012年9月19日,1569.07 ,1565.24 ,"1,571.68","1,558.04",1.23B,0.26%
2012年9月18日,1564.98 ,1574.30 ,"1,576.96","1,560.71",1.14B,-1.08%
2012年9月17日,1582.10 ,1612.55 ,"1,615.21","1,581.30",1.64B,-2.02%
2012年9月14日,1614.70 ,1616.01 ,"1,626.00","1,604.17",2.08B,1.10%
2012年9月13日,1597.16 ,1605.77 ,"1,611.08","1,597.01",1.26B,-0.67%
2012年9月12日,1607.99 ,1615.13 ,"1,623.89","1,595.53",1.54B,0.18%
2012年9月11日,1605.07 ,1613.24 ,"1,613.24","1,593.36",1.57B,-0.92%
2012年9月10日,1620.03 ,1620.36 ,"1,628.64","1,612.57",2.24B,0.05%
2012年9月7日,1619.21 ,1561.36 ,"1,634.69","1,561.36",3.75B,4.40%
2012年9月6日,1550.97 ,1540.35 ,"1,551.57","1,535.97",1.30B,0.87%
2012年9月5日,1537.53 ,1544.47 ,"1,548.34","1,531.11",1.42B,-0.68%
2012年9月4日,1548.04 ,1566.23 ,"1,567.50","1,543.56",1.33B,-0.77%
2012年9月3日,1560.08 ,1547.77 ,"1,567.23","1,545.60",1.52B,0.57%
2012年8月31日,1551.20 ,1556.01 ,"1,564.69","1,549.90",1.02B,-0.58%
2012年8月30日,1560.29 ,1542.24 ,"1,564.62","1,542.24",1.36B,0.38%
2012年8月29日,1554.40 ,1565.28 ,"1,569.71","1,553.54",1.21B,-1.02%
2012年8月28日,1570.44 ,1558.17 ,"1,578.22","1,555.44",1.34B,0.85%
2012年8月27日,1557.17 ,1583.91 ,"1,583.91","1,556.53",1.44B,-1.95%
2012年8月24日,1588.11 ,1594.82 ,"1,598.07","1,586.29",1.12B,-0.53%
2012年8月23日,1596.57 ,1593.22 ,"1,602.50","1,585.78",1.21B,0.33%
2012年8月22日,1591.33 ,1600.11 ,"1,602.10","1,583.40",1.03B,-0.45%
2012年8月21日,1598.50 ,1596.52 ,"1,609.99","1,592.04",1.18B,0.14%
2012年8月20日,1596.20 ,1594.05 ,"1,599.47","1,582.71",922.10M,-0.61%
2012年8月17日,1606.00 ,1604.71 ,"1,609.68","1,595.24",882.30M,0.04%
2012年8月16日,1605.28 ,1608.94 ,"1,614.01","1,603.96",757.50M,-0.32%
2012年8月15日,1610.41 ,1628.57 ,"1,630.41","1,609.17",975.80M,-1.39%
2012年8月14日,1633.14 ,1633.08 ,"1,636.19","1,616.37",1.31B,0.07%
2012年8月13日,1632.00 ,1661.60 ,"1,661.60","1,630.20",1.59B,-1.99%
2012年8月10日,1665.17 ,1670.58 ,"1,675.52","1,663.61",1.23B,-0.41%
2012年8月9日,1671.95 ,1662.06 ,"1,673.08","1,652.98",1.12B,0.55%
2012年8月8日,1662.77 ,1659.47 ,"1,671.49","1,657.29",1.23B,0.29%
2012年8月7日,1657.91 ,1657.16 ,"1,662.49","1,653.02",1.36B,-0.03%
2012年8月6日,1658.37 ,1639.76 ,"1,661.20","1,638.10",1.42B,1.02%
2012年8月3日,1641.60 ,1637.81 ,"1,642.17","1,628.48",1.01B,0.43%
2012年8月2日,1634.55 ,1641.83 ,"1,645.96","1,627.55",1.12B,-0.67%
2012年8月1日,1645.62 ,1633.38 ,"1,651.97","1,632.94",1.20B,0.84%
2012年7月31日,1631.88 ,1628.02 ,"1,643.57","1,627.86",1.32B,0.38%
2012年7月30日,1625.64 ,1633.48 ,"1,645.33","1,622.69",1.21B,-0.29%
2012年7月27日,1630.31 ,1630.28 ,"1,642.07","1,625.03",1.22B,0.36%
2012年7月26日,1624.46 ,1628.72 ,"1,640.97","1,622.55",1.07B,-0.21%
2012年7月25日,1627.96 ,1628.63 ,"1,639.94","1,626.04",815.10M,-0.31%
2012年7月24日,1632.95 ,1621.30 ,"1,644.45","1,620.93",1.12B,0.24%
2012年7月23日,1629.07 ,1646.76 ,"1,646.76","1,624.33",1.13B,-1.76%
2012年7月20日,1658.30 ,1669.59 ,"1,673.14","1,653.44",1.24B,-0.95%
2012年7月19日,1674.27 ,1660.56 ,"1,687.45","1,656.74",1.57B,0.50%
2012年7月18日,1665.86 ,1669.78 ,"1,673.54","1,642.12",1.18B,-0.23%
2012年7月17日,1669.71 ,1653.74 ,"1,676.75","1,653.02",1.02B,0.73%
2012年7月16日,1657.62 ,1688.78 ,"1,688.78","1,656.83",1.29B,-1.63%
2012年7月13日,1685.02 ,1674.05 ,"1,698.39","1,672.87",1.17B,0.30%
2012年7月12日,1680.05 ,1668.91 ,"1,690.42","1,651.25",2.05B,0.47%
2012年7月11日,1672.25 ,1661.14 ,"1,674.98","1,658.79",1.17B,0.47%
2012年7月10日,1664.42 ,1666.22 ,"1,679.41","1,661.29",1.19B,-0.22%
2012年7月9日,1668.02 ,1699.41 ,"1,708.19","1,666.21",1.73B,-2.55%
2012年7月6日,1711.58 ,1692.29 ,"1,715.99","1,681.04",1.77B,0.96%
2012年7月5日,1695.36 ,1702.63 ,"1,703.61","1,686.19",1.15B,-1.03%
2012年7月4日,1712.94 ,1715.34 ,"1,721.18","1,706.48",1.09B,0.15%
2012年7月3日,1710.41 ,1705.82 ,"1,723.07","1,699.30",1.28B,0.25%
2012年7月2日,1706.17 ,1715.96 ,"1,716.15","1,697.34",1.42B,-0.16%
2012年6月29日,1708.86 ,1677.38 ,"1,710.45","1,675.52",1.37B,1.63%
2012年6月28日,1681.38 ,1697.40 ,"1,702.37","1,680.44",979.90M,-0.81%
2012年6月27日,1695.03 ,1698.86 ,"1,708.83","1,692.04",978.10M,-0.32%
2012年6月26日,1700.50 ,1692.48 ,"1,708.41","1,689.99",1.13B,-0.24%
2012年6月25日,1704.57 ,1729.10 ,"1,729.46","1,702.71",1.57B,-1.77%
2012年6月21日,1735.34 ,1760.41 ,"1,760.41","1,730.21",1.32B,-1.60%
2012年6月20日,1763.63 ,1767.05 ,"1,775.34","1,761.42",1.00B,-0.07%
2012年6月19日,1764.88 ,1774.27 ,"1,775.85","1,763.78",1.11B,-0.64%
2012年6月18日,1776.24 ,1778.09 ,"1,785.78","1,770.56",1.16B,0.38%
2012年6月15日,1769.49 ,1761.00 ,"1,775.57","1,750.39",1.59B,0.75%
2012年6月14日,1756.30 ,1764.89 ,"1,769.95","1,754.28",1.25B,-0.85%
2012年6月13日,1771.42 ,1750.52 ,"1,772.57","1,744.27",1.49B,1.49%
2012年6月12日,1745.45 ,1746.59 ,"1,753.13","1,734.81",1.47B,-0.60%
2012年6月11日,1756.03 ,1741.18 ,"1,762.71","1,737.56",1.46B,1.00%
2012年6月8日,1738.59 ,1766.05 ,"1,766.05","1,736.08",1.77B,-1.09%
2012年6月7日,1757.77 ,1780.20 ,"1,782.69","1,754.18",1.21B,-0.61%
2012年6月6日,1768.58 ,1768.02 ,"1,776.58","1,762.46",1.34B,0.28%
2012年6月5日,1763.70 ,1765.67 ,"1,772.38","1,755.53",1.28B,0.16%
2012年6月4日,1760.95 ,1790.69 ,"1,791.61","1,760.07",1.89B,-2.63%
2012年6月1日,1808.53 ,1806.48 ,"1,820.17","1,803.07",1.49B,0.22%
2012年5月31日,1804.59 ,1803.24 ,"1,813.36","1,798.44",1.26B,-0.76%
2012年5月30日,1818.38 ,1821.65 ,"1,825.15","1,813.44",1.57B,-0.33%
2012年5月29日,1824.43 ,1800.68 ,"1,827.63","1,797.64",2.22B,1.31%
2012年5月28日,1800.91 ,1771.69 ,"1,801.37","1,763.69",1.80B,1.38%
2012年5月25日,1776.38 ,1790.45 ,"1,795.20","1,770.83",1.30B,-0.73%
2012年5月24日,1789.43 ,1800.27 ,"1,812.57","1,784.94",1.41B,-0.67%
2012年5月23日,1801.47 ,1806.79 ,"1,815.96","1,791.61",1.56B,-0.49%
2012年5月22日,1810.41 ,1792.75 ,"1,811.52","1,791.02",1.57B,1.43%
2012年5月21日,1784.94 ,1775.29 ,"1,795.96","1,771.28",1.40B,0.53%
2012年5月18日,1775.57 ,1788.26 ,"1,790.92","1,771.28",1.55B,-1.42%
2012年5月17日,1801.11 ,1776.72 ,"1,805.69","1,772.02",1.57B,1.51%
2012年5月16日,1774.24 ,1796.13 ,"1,797.59","1,772.73",1.70B,-1.49%
2012年5月15日,1801.06 ,1790.72 ,"1,802.10","1,786.58",1.56B,0.03%
2012年5月14日,1800.50 ,1827.51 ,"1,829.48","1,798.29",1.98B,-0.84%
2012年5月11日,1815.73 ,1826.04 ,"1,834.59","1,814.87",1.48B,-0.76%
2012年5月10日,1829.61 ,1829.75 ,"1,835.28","1,822.48",1.85B,-0.03%
2012年5月9日,1830.13 ,1846.72 ,"1,847.77","1,828.73",2.08B,-1.73%
2012年5月8日,1862.40 ,1865.86 ,"1,866.44","1,844.97",2.37B,-0.23%
2012年5月7日,1866.62 ,1864.38 ,"1,871.39","1,852.46",2.40B,-0.53%
2012年5月4日,1876.66 ,1862.31 ,"1,877.43","1,852.62",2.23B,0.66%
2012年5月3日,1864.30 ,1860.54 ,"1,868.41","1,854.58",1.97B,0.08%
2012年5月2日,1862.75 ,1846.86 ,"1,874.10","1,836.27",3.08B,2.21%
2012年4月27日,1822.54 ,1823.37 ,"1,831.55","1,820.95",1.59B,0.02%
2012年4月26日,1822.21 ,1825.04 ,"1,829.72","1,813.50",1.83B,0.16%
2012年4月25日,1819.22 ,1805.50 ,"1,823.65","1,802.38",2.18B,0.57%
2012年4月24日,1808.86 ,1795.80 ,"1,832.84","1,784.26",2.71B,0.50%
2012年4月23日,1799.91 ,1812.93 ,"1,819.78","1,796.10",1.90B,-0.88%
2012年4月20日,1815.88 ,1788.02 ,"1,816.36","1,786.63",2.31B,1.37%
2012年4月19日,1791.38 ,1788.75 ,"1,797.41","1,784.52",1.67B,0.10%
2012年4月18日,1789.63 ,1754.76 ,"1,791.23","1,752.37",2.16B,2.30%
2012年4月17日,1749.40 ,1769.46 ,"1,773.55","1,748.77",1.21B,-1.20%
2012年4月16日,1770.68 ,1767.67 ,"1,778.52","1,764.81",1.28B,-0.36%
2012年4月13日,1777.07 ,1771.30 ,"1,785.45","1,769.57",1.76B,0.35%
2012年4月12日,1770.95 ,1736.67 ,"1,771.92","1,731.77",2.18B,2.10%
2012年4月11日,1734.59 ,1721.19 ,"1,748.30","1,718.08",1.53B,-0.10%
2012年4月10日,1736.24 ,1719.58 ,"1,737.24","1,702.95",1.27B,0.86%
2012年4月9日,1721.43 ,1730.45 ,"1,735.06","1,719.46",1.08B,-0.93%
2012年4月6日,1737.51 ,1732.51 ,"1,739.89","1,726.50",1.60B,0.13%
2012年4月5日,1735.28 ,1698.74 ,"1,739.44","1,691.48",2.28B,1.74%
2012年3月30日,1705.63 ,1693.65 ,"1,706.01","1,690.27",1.52B,1.04%
2012年3月29日,1688.09 ,1702.06 ,"1,709.71","1,681.97",1.80B,-1.21%
2012年3月28日,1708.85 ,1743.41 ,"1,746.40","1,706.26",1.73B,-2.31%
2012年3月27日,1749.19 ,1757.00 ,"1,760.75","1,745.80",1.23B,-0.04%
2012年3月26日,1749.89 ,1747.85 ,"1,754.80","1,741.00",1.11B,0.11%
2012年3月23日,1747.92 ,1756.19 ,"1,760.25","1,741.53",1.64B,-0.70%
2012年3月22日,1760.33 ,1759.32 ,"1,770.41","1,749.13",1.70B,0.10%
2012年3月21日,1758.62 ,1765.73 ,"1,775.23","1,750.08",2.11B,0.17%
2012年3月20日,1755.72 ,1774.99 ,"1,775.94","1,754.81",2.18B,-1.31%
2012年3月19日,1778.98 ,1775.96 ,"1,781.08","1,760.34",2.07B,-0.06%
2012年3月16日,1780.08 ,1764.76 ,"1,781.21","1,754.06",1.95B,1.11%
2012年3月15日,1760.48 ,1774.56 ,"1,783.14","1,759.09",2.55B,-0.90%
2012年3月14日,1776.41 ,1823.11 ,"1,831.86","1,770.51",3.83B,-2.03%
2012年3月13日,1813.20 ,1795.68 ,"1,814.13","1,793.89",1.70B,0.90%
2012年3月12日,1796.94 ,1810.09 ,"1,810.59","1,785.97",2.03B,-0.80%
2012年3月9日,1811.49 ,1803.91 ,"1,811.94","1,794.34",1.73B,0.74%
2012年3月8日,1798.10 ,1782.70 ,"1,804.91","1,782.70",2.00B,1.22%
2012年3月7日,1776.36 ,1777.84 ,"1,793.73","1,774.51",1.89B,-1.00%
2012年3月6日,1794.26 ,1822.52 ,"1,824.35","1,792.78",2.33B,-1.84%
2012年3月5日,1827.94 ,1847.45 ,"1,850.25","1,826.78",2.43B,-0.86%
2012年3月2日,1843.85 ,1821.04 ,"1,844.08","1,821.04",2.33B,1.41%
2012年3月1日,1818.28 ,1814.32 ,"1,827.66","1,813.45",1.42B,-0.25%
2012年2月29日,1822.77 ,1835.77 ,"1,841.56","1,819.83",2.05B,-0.89%
2012年2月28日,1839.06 ,1826.90 ,"1,843.96","1,826.10",2.57B,0.58%
2012年2月27日,1828.41 ,1833.44 ,"1,851.36","1,828.04",3.59B,0.09%
2012年2月24日,1826.72 ,1801.39 ,"1,827.04","1,797.05",3.20B,1.50%
2012年2月23日,1799.64 ,1794.35 ,"1,805.67","1,791.19",2.34B,0.24%
2012年2月22日,1795.26 ,1781.98 ,"1,798.01","1,772.43",2.41B,0.86%
2012年2月21日,1779.94 ,1772.25 ,"1,780.56","1,756.41",1.35B,0.60%
2012年2月20日,1769.41 ,1790.39 ,"1,792.51","1,768.06",1.82B,0.21%
2012年2月17日,1765.65 ,1774.19 ,"1,778.63","1,756.95",1.24B,0.21%
2012年2月16日,1761.88 ,1770.40 ,"1,776.92","1,751.36",1.72B,-0.64%
2012年2月15日,1773.17 ,1753.78 ,"1,784.24","1,751.11",1.82B,0.81%
2012年2月14日,1758.98 ,1765.87 ,"1,767.77","1,747.83",1.28B,-0.54%
2012年2月13日,1768.54 ,1757.02 ,"1,786.48","1,751.07",1.76B,-0.55%
2012年2月10日,1778.32 ,1772.19 ,"1,800.03","1,770.80",2.35B,0.01%
2012年2月9日,1778.10 ,1781.15 ,"1,789.08","1,771.09",1.96B,-0.22%
2012年2月8日,1782.06 ,1731.99 ,"1,786.20","1,729.54",2.21B,2.89%
2012年2月7日,1732.02 ,1753.38 ,"1,756.30","1,721.85",1.49B,-1.86%
2012年2月6日,1764.82 ,1775.44 ,"1,781.89","1,753.43",1.67B,-0.42%
2012年2月3日,1772.19 ,1756.15 ,"1,780.22","1,750.37",1.90B,0.58%
2012年2月2日,1761.94 ,1720.00 ,"1,761.94","1,714.25",1.75B,2.82%
2012年2月1日,1713.68 ,1739.64 ,"1,751.56","1,709.54",1.35B,-1.78%
2012年1月31日,1744.71 ,1744.22 ,"1,754.77","1,734.05",1.30B,0.11%
2012年1月30日,1742.82 ,1778.13 ,"1,778.13","1,742.28",1.89B,-1.82%
2012年1月20日,1775.09 ,1756.78 ,"1,779.00","1,748.67",2.22B,1.40%
2012年1月19日,1750.52 ,1717.14 ,"1,757.25","1,713.95",2.18B,2.09%
2012年1月18日,1714.70 ,1736.29 ,"1,750.11","1,709.79",2.20B,-1.26%
2012年1月17日,1736.61 ,1664.48 ,"1,736.96","1,649.04",2.57B,4.49%
2012年1月16日,1661.99 ,1676.14 ,"1,689.84","1,661.38",1.16B,-1.42%
2012年1月13日,1685.91 ,1703.39 ,"1,710.49","1,671.29",1.75B,-0.91%
2012年1月12日,1701.45 ,1690.39 ,"1,717.80","1,688.18",1.78B,0.42%
2012年1月11日,1694.26 ,1703.65 ,"1,709.89","1,686.64",1.84B,-0.61%
2012年1月10日,1704.74 ,1658.20 ,"1,707.60","1,655.30",2.85B,2.75%
2012年1月9日,1659.05 ,1608.49 ,"1,659.58","1,598.39",2.16B,3.15%
2012年1月6日,1608.36 ,1595.73 ,"1,609.21","1,588.60",1.39B,0.74%
2012年1月5日,1596.59 ,1591.24 ,"1,622.84","1,590.54",1.81B,0.09%
2012年1月4日,1595.12 ,1628.17 ,"1,631.26","1,594.42",1.28B,-1.39%
2011年12月30日,1617.61 ,1602.32 ,"1,620.39","1,602.32",1.31B,1.32%
2011年12月29日,1596.59 ,1588.04 ,"1,604.20","1,586.14",1.05B,0.11%
2011年12月28日,1594.84 ,1586.22 ,"1,596.70","1,571.51",1.21B,0.24%
2011年12月27日,1590.99 ,1599.41 ,"1,613.96","1,589.09",956.90M,-0.65%
2011年12月26日,1601.47 ,1608.52 ,"1,621.93","1,600.50",996.70M,-1.02%
2011年12月23日,1617.94 ,1606.29 ,"1,632.54","1,602.88",1.13B,0.60%
2011年12月22日,1608.24 ,1597.31 ,"1,618.70","1,584.15",1.43B,0.25%
2011年12月21日,1604.25 ,1637.37 ,"1,643.84","1,602.50",1.19B,-1.24%
2011年12月20日,1624.44 ,1619.80 ,"1,646.73","1,617.28",1.21B,-0.05%
2011年12月19日,1625.26 ,1615.95 ,"1,627.47","1,584.30",1.38B,-0.23%
2011年12月16日,1629.00 ,1598.07 ,"1,629.97","1,594.29",1.33B,1.88%
2011年12月15日,1599.01 ,1626.69 ,"1,632.75","1,598.38",1.25B,-2.32%
2011年12月14日,1637.01 ,1643.02 ,"1,654.88","1,633.56",881.30M,-0.53%
2011年12月13日,1645.81 ,1671.84 ,"1,676.70","1,643.90",1.33B,-1.96%
2011年12月12日,1678.70 ,1689.72 ,"1,692.53","1,677.49",764.70M,-0.79%
2011年12月9日,1692.06 ,1690.05 ,"1,702.82","1,687.85",805.90M,-0.57%
2011年12月8日,1701.68 ,1701.29 ,"1,716.27","1,684.76",966.90M,-0.05%
2011年12月7日,1702.45 ,1691.44 ,"1,706.95","1,687.76",894.90M,0.80%
2011年12月6日,1689.01 ,1690.46 ,"1,697.61","1,681.59",977.00M,-0.32%
2011年12月5日,1694.50 ,1708.96 ,"1,711.91","1,688.55",1.24B,-0.58%
2011年12月2日,1704.46 ,1705.31 ,"1,711.50","1,692.42",1.13B,-0.50%
2011年12月1日,1713.05 ,1717.72 ,"1,745.93","1,708.12",2.70B,3.03%
2011年11月30日,1662.75 ,1709.35 ,"1,712.70","1,657.63",1.44B,-3.11%
2011年11月29日,1716.09 ,1708.18 ,"1,717.55","1,699.17",975.50M,1.32%
2011年11月28日,1693.67 ,1698.30 ,"1,707.17","1,689.06",788.80M,0.12%
2011年11月25日,1691.67 ,1701.69 ,"1,709.08","1,686.99",742.40M,-0.76%
2011年11月24日,1704.69 ,1688.78 ,"1,716.05","1,685.90",966.60M,0.21%
2011年11月23日,1701.06 ,1724.36 ,"1,726.67","1,697.16",995.50M,-1.23%
2011年11月22日,1722.23 ,1710.98 ,"1,724.40","1,705.20",938.50M,0.05%
2011年11月21日,1721.39 ,1722.91 ,"1,725.42","1,706.58",937.80M,0.04%
2011年11月18日,1720.76 ,1735.99 ,"1,743.97","1,716.70",1.32B,-1.58%
2011年11月17日,1748.45 ,1757.49 ,"1,763.62","1,746.85",1.10B,-0.40%
